f(Cortisol),g(Epinephrine),h(CRH),Arousal
2.96842,1.16713,0.53905,2.53229
2.96273,1.16725,0.53934,2.52803
2.96273,1.16725,0.53934,2.52803
2.95706,1.16736,0.53962,2.52378
2.95706,1.16736,0.53962,2.52378
2.95139,1.16748,0.53991,2.51953
2.95139,1.16748,0.53991,2.51953
2.94574,1.16759,0.54019,2.51529
2.94574,1.16759,0.54019,2.51529
2.94011,1.16770,0.54048,2.51106
2.94011,1.16770,0.54048,2.51106
2.93448,1.16781,0.54076,2.50684
2.93448,1.16781,0.54076,2.50684
2.92887,1.16792,0.54105,2.50263
2.92887,1.16792,0.54105,2.50263
2.92328,1.16803,0.54133,2.49842
2.92328,1.16803,0.54133,2.49842
2.91769,1.16813,0.54162,2.49423
2.91769,1.16813,0.54162,2.49423
2.91212,1.16824,0.54191,2.49004
2.91212,1.16824,0.54191,2.49004
2.90656,1.16835,0.54221,2.48587
2.90656,1.16835,0.54221,2.48587
2.90102,1.16845,0.54249,2.48169
2.90102,1.16845,0.54249,2.48169
2.89549,1.16855,0.54279,2.47753
2.89549,1.16855,0.54279,2.47753
2.88997,1.16865,0.54307,2.47337
2.88997,1.16865,0.54307,2.47337
2.88446,1.16875,0.54336,2.46922
2.88446,1.16875,0.54336,2.46922
2.87897,1.16885,0.54365,2.46508
2.87897,1.16885,0.54365,2.46508
2.87349,1.16895,0.54394,2.46095
2.87349,1.16895,0.54394,2.46095
2.86802,1.16905,0.54424,2.45682
2.86802,1.16905,0.54424,2.45682
2.86256,1.16914,0.54453,2.45271
2.86256,1.16914,0.54453,2.45271
2.85712,1.16924,0.54482,2.44859
2.85712,1.16924,0.54482,2.44859
2.85169,1.16933,0.54511,2.44449
2.85169,1.16933,0.54511,2.44449
2.84628,1.16942,0.54540,2.44038
2.84628,1.16942,0.54540,2.44038
2.84087,1.16951,0.54606,2.43682
2.84087,1.16951,0.54606,2.43682
2.83548,1.16960,0.54666,2.43318
2.83548,1.16960,0.54666,2.43318
2.83011,1.16969,0.54695,2.42909
2.83011,1.16969,0.54695,2.42909
2.82475,1.16978,0.54713,2.42488
2.82475,1.16978,0.54713,2.42488
2.81940,1.16987,0.54730,2.42064
2.81940,1.16987,0.54730,2.42064
2.81406,1.16995,0.54750,2.41646
2.81406,1.16995,0.54750,2.41646
2.80873,1.17003,0.54772,2.41231
2.80873,1.17003,0.54772,2.41231
2.80342,1.17012,0.54797,2.40821
2.80342,1.17012,0.54797,2.40821
2.79812,1.17020,0.54824,2.40415
2.79812,1.17020,0.54824,2.40415
2.79283,1.17028,0.54852,2.40011
2.79283,1.17028,0.54852,2.40011
2.78755,1.17036,0.54881,2.39609
2.78755,1.17036,0.54881,2.39609
2.78229,1.17043,0.54911,2.39208
2.78229,1.17043,0.54911,2.39208
2.77703,1.17051,0.54940,2.38808
2.77703,1.17051,0.54940,2.38808
2.77179,1.17058,0.54970,2.38409
2.77179,1.17058,0.54970,2.38409
2.76657,1.17066,0.55000,2.38011
2.76657,1.17066,0.55000,2.38011
2.76135,1.17073,0.55029,2.37613
2.76135,1.17073,0.55029,2.37613
2.75615,1.17080,0.55059,2.37215
2.75615,1.17080,0.55059,2.37215
2.75096,1.17087,0.55088,2.36818
2.75096,1.17087,0.55088,2.36818
2.74578,1.17094,0.55117,2.36422
2.74578,1.17094,0.55117,2.36422
2.74061,1.17101,0.55145,2.36025
2.74061,1.17101,0.55145,2.36025
2.73546,1.17108,0.55174,2.35630
2.73546,1.17108,0.55174,2.35630
2.73031,1.17114,0.55202,2.35234
2.73031,1.17114,0.55202,2.35234
2.72518,1.17120,0.55231,2.34840
2.72518,1.17120,0.55231,2.34840
2.72006,1.17127,0.55259,2.34446
2.72006,1.17127,0.55259,2.34446
2.71496,1.17133,0.55287,2.34052
2.71496,1.17133,0.55287,2.34052
2.70986,1.17139,0.55315,2.33659
2.70986,1.17139,0.55315,2.33659
2.70478,1.17145,0.55345,2.33269
2.70478,1.17145,0.55345,2.33269
2.69971,1.17151,0.55374,2.32878
2.69971,1.17151,0.55374,2.32878
2.69465,1.17156,0.55402,2.32488
2.69465,1.17156,0.55402,2.32488
2.68961,1.17162,0.55430,2.32098
2.68961,1.17162,0.55430,2.32098
2.68457,1.17167,0.55458,2.31708
2.68457,1.17167,0.55458,2.31708
2.67955,1.17173,0.55487,2.31320
2.67955,1.17173,0.55487,2.31320
2.67454,1.17178,0.55514,2.30931
2.67454,1.17178,0.55514,2.30931
2.66954,1.17183,0.55542,2.30543
2.66954,1.17183,0.55542,2.30543
2.66455,1.17188,0.55571,2.30157
2.66455,1.17188,0.55571,2.30157
2.65957,1.17193,0.55598,2.29770
2.65957,1.17193,0.55598,2.29770
2.65461,1.17197,0.55627,2.29385
2.65461,1.17197,0.55627,2.29385
2.64966,1.17202,0.55655,2.29001
2.64966,1.17202,0.55655,2.29001
2.64471,1.17206,0.55683,2.28617
2.64471,1.17206,0.55683,2.28617
2.63978,1.17211,0.55711,2.28234
2.63978,1.17211,0.55711,2.28234
2.63487,1.17215,0.55740,2.27853
2.63487,1.17215,0.55740,2.27853
2.62996,1.17219,0.55769,2.27472
2.62996,1.17219,0.55769,2.27472
2.62506,1.17223,0.55799,2.27092
2.62506,1.17223,0.55799,2.27092
2.62018,1.17227,0.55829,2.26714
2.62018,1.17227,0.55829,2.26714
2.61531,1.17231,0.55859,2.26336
2.61531,1.17231,0.55859,2.26336
2.61045,1.17235,0.55889,2.25960
2.61045,1.17235,0.55889,2.25960
2.60560,1.17238,0.55919,2.25584
2.60560,1.17238,0.55919,2.25584
2.60076,1.17242,0.55948,2.25207
2.60076,1.17242,0.55948,2.25207
2.59594,1.17245,0.55977,2.24832
2.59594,1.17245,0.55977,2.24832
2.59112,1.17248,0.56007,2.24457
2.59112,1.17248,0.56007,2.24457
2.58632,1.17251,0.56035,2.24083
2.58632,1.17251,0.56035,2.24083
2.58153,1.17254,0.56065,2.23709
2.58153,1.17254,0.56065,2.23709
2.57675,1.17257,0.56094,2.23336
2.57675,1.17257,0.56094,2.23336
2.57198,1.17260,0.56123,2.22964
2.57198,1.17260,0.56123,2.22964
2.56722,1.17263,0.56153,2.22593
2.56722,1.17263,0.56153,2.22593
2.56247,1.17265,0.56183,2.22223
2.56247,1.17265,0.56183,2.22223
2.55774,1.17268,0.56213,2.21854
2.55774,1.17268,0.56213,2.21854
2.55301,1.17270,0.56243,2.21486
2.55301,1.17270,0.56243,2.21486
2.54830,1.17272,0.56274,2.21119
2.54830,1.17272,0.56274,2.21119
2.54360,1.17275,0.56304,2.20753
2.54360,1.17275,0.56304,2.20753
2.53891,1.17277,0.56335,2.20387
2.53891,1.17277,0.56335,2.20387
2.53423,1.17278,0.56366,2.20023
2.53423,1.17278,0.56366,2.20023
2.52956,1.17280,0.56397,2.19658
2.52956,1.17280,0.56397,2.19658
2.52490,1.17282,0.56427,2.19294
2.52490,1.17282,0.56427,2.19294
2.52026,1.17284,0.56457,2.18931
2.52026,1.17284,0.56457,2.18931
2.51562,1.17285,0.56487,2.18568
2.51562,1.17285,0.56487,2.18568
2.51100,1.17287,0.56517,2.18205
2.51100,1.17287,0.56517,2.18205
2.50638,1.17288,0.56547,2.17843
2.50638,1.17288,0.56547,2.17843
2.50178,1.17289,0.56576,2.17482
2.50178,1.17289,0.56576,2.17482
2.49719,1.17290,0.56606,2.17121
2.49719,1.17290,0.56606,2.17121
2.49261,1.17291,0.56637,2.16763
2.49261,1.17291,0.56637,2.16763
2.48804,1.17292,0.56667,2.16404
2.48804,1.17292,0.56667,2.16404
2.48348,1.17293,0.56698,2.16047
2.48348,1.17293,0.56698,2.16047
2.47893,1.17293,0.56730,2.15691
2.47893,1.17293,0.56730,2.15691
2.47440,1.17294,0.56760,2.15335
2.47440,1.17294,0.56760,2.15335
2.46987,1.17295,0.56791,2.14980
2.46987,1.17295,0.56791,2.14980
2.46536,1.17295,0.56823,2.14626
2.46536,1.17295,0.56823,2.14626
2.46085,1.17295,0.56836,2.14250
2.46085,1.17295,0.56836,2.14250
2.45636,1.17295,0.56844,2.13870
2.45636,1.17295,0.56844,2.13870
2.45187,1.17296,0.56854,2.13491
2.45187,1.17296,0.56854,2.13491
2.44740,1.17295,0.56869,2.13119
2.44740,1.17295,0.56869,2.13119
2.44293,1.17295,0.56887,2.12753
2.44293,1.17295,0.56887,2.12753
2.43847,1.17295,0.56910,2.12392
2.43847,1.17295,0.56910,2.12392
2.43403,1.17295,0.56935,2.12035
2.43403,1.17295,0.56935,2.12035
2.42959,1.17295,0.56961,2.11681
2.42959,1.17295,0.56961,2.11681
2.42517,1.17294,0.56989,2.11328
2.42517,1.17294,0.56989,2.11328
2.42075,1.17294,0.57018,2.10978
2.42075,1.17294,0.57018,2.10978
2.41635,1.17293,0.57047,2.10628
2.41635,1.17293,0.57047,2.10628
2.41196,1.17292,0.57077,2.10280
2.41196,1.17292,0.57077,2.10280
2.40757,1.17291,0.57106,2.09932
2.40757,1.17291,0.57106,2.09932
2.40320,1.17290,0.57136,2.09586
2.40320,1.17290,0.57136,2.09586
2.39884,1.17290,0.57165,2.09239
2.39884,1.17290,0.57165,2.09239
2.39606,1.17288,0.94677,2.53935
2.39606,1.17288,0.94677,2.53935
2.39379,1.17285,0.95571,2.54761
2.39379,1.17285,0.95571,2.54761
2.39156,1.17281,0.96254,2.55335
2.39156,1.17281,0.96254,2.55335
2.38936,1.17275,0.96742,2.55676
2.38936,1.17275,0.96742,2.55676
2.38720,1.17268,0.97555,2.56406
2.38720,1.17268,0.97555,2.56406
2.38507,1.17259,0.97954,2.56643
2.38507,1.17259,0.97954,2.56643
2.38297,1.17249,0.98479,2.57030
2.38297,1.17249,0.98479,2.57030
2.38090,1.17237,0.99025,2.57443
2.38090,1.17237,0.99025,2.57443
2.37886,1.17224,0.99653,2.57954
2.37886,1.17224,0.99653,2.57954
2.37686,1.17209,1.00448,2.58664
2.37686,1.17209,1.00448,2.58664
2.37489,1.17193,1.00840,2.58896
2.37489,1.17193,1.00840,2.58896
2.37295,1.17176,1.01427,2.59361
2.37295,1.17176,1.01427,2.59361
2.37105,1.17157,1.02197,2.60044
2.37105,1.17157,1.02197,2.60044
2.36918,1.17140,1.02861,2.60604
2.36918,1.17140,1.02861,2.60604
2.36736,1.17122,1.03304,2.60907
2.36736,1.17122,1.03304,2.60907
2.36555,1.17105,1.03834,2.61315
2.36555,1.17105,1.03834,2.61315
2.36378,1.17088,1.04728,2.62155
2.36378,1.17088,1.04728,2.62155
2.36205,1.17074,1.05495,2.62853
2.36205,1.17074,1.05495,2.62853
2.36037,1.17063,1.06020,2.63272
2.36037,1.17063,1.06020,2.63272
2.35872,1.17053,1.06621,2.63785
2.35872,1.17053,1.06621,2.63785
2.35709,1.17045,1.07247,2.64332
2.35709,1.17045,1.07247,2.64332
2.35551,1.17038,1.07878,2.64889
2.35551,1.17038,1.07878,2.64889
2.35395,1.17034,1.08494,2.65435
2.35395,1.17034,1.08494,2.65435
2.35243,1.17032,1.09057,2.65923
2.35243,1.17032,1.09057,2.65923
2.35094,1.17032,1.09643,2.66442
2.35094,1.17032,1.09643,2.66442
2.34948,1.17033,1.10268,2.67013
2.34948,1.17033,1.10268,2.67013
2.34806,1.17037,1.10871,2.67563
2.34806,1.17037,1.10871,2.67563
2.34667,1.17043,1.11444,2.68085
2.34667,1.17043,1.11444,2.68085
2.34530,1.17052,1.11989,2.68579
2.34530,1.17052,1.11989,2.68579
2.34397,1.17063,1.12307,2.68812
2.34397,1.17063,1.12307,2.68812
2.34266,1.17072,1.12753,2.69193
2.34266,1.17072,1.12753,2.69193
2.34137,1.17081,1.13240,2.69626
2.34137,1.17081,1.13240,2.69626
2.34011,1.17091,1.13729,2.70066
2.34011,1.17091,1.13729,2.70066
2.33887,1.17104,1.14213,2.70503
2.33887,1.17104,1.14213,2.70503
2.33766,1.17118,1.14673,2.70917
2.33766,1.17118,1.14673,2.70917
2.33647,1.17134,1.15098,2.71296
2.33647,1.17134,1.15098,2.71296
2.33531,1.17152,1.15496,2.71646
2.33531,1.17152,1.15496,2.71646
2.33417,1.17171,1.15864,2.71965
2.33417,1.17171,1.15864,2.71965
2.33305,1.17190,1.15997,2.72012
2.33305,1.17190,1.15997,2.72012
2.33194,1.17206,1.16271,2.72220
2.33194,1.17206,1.16271,2.72220
2.33085,1.17220,1.16668,2.72571
2.33085,1.17220,1.16668,2.72571
2.32977,1.17236,1.17039,2.72896
2.32977,1.17236,1.17039,2.72896
2.32872,1.17253,1.17380,2.73190
2.32872,1.17253,1.17380,2.73190
2.32768,1.17270,1.17696,2.73456
2.32768,1.17270,1.17696,2.73456
2.32666,1.17289,1.17983,2.73692
2.32666,1.17289,1.17983,2.73692
2.32566,1.17308,1.18246,2.73903
2.32566,1.17308,1.18246,2.73903
2.32468,1.17327,1.18489,2.74090
2.32468,1.17327,1.18489,2.74090
2.32370,1.17346,1.18710,2.74255
2.32370,1.17346,1.18710,2.74255
2.32274,1.17365,1.18918,2.74405
2.32274,1.17365,1.18918,2.74405
2.32180,1.17384,1.19102,2.74528
2.32180,1.17384,1.19102,2.74528
2.32086,1.17402,1.19267,2.74630
2.32086,1.17402,1.19267,2.74630
2.31993,1.17420,1.19416,2.74714
2.31993,1.17420,1.19416,2.74714
2.31901,1.17437,1.19699,2.74953
2.31901,1.17437,1.19699,2.74953
2.31811,1.17456,1.19688,2.74856
2.31811,1.17456,1.19688,2.74856
2.31721,1.17470,1.19801,2.74895
2.31721,1.17470,1.19801,2.74895
2.31631,1.17481,1.19955,2.74982
2.31631,1.17481,1.19955,2.74982
2.31543,1.17492,1.20117,2.75076
2.31543,1.17492,1.20117,2.75076
2.31455,1.17501,1.20272,2.75162
2.31455,1.17501,1.20272,2.75162
2.31369,1.17510,1.20416,2.75236
2.31369,1.17510,1.20416,2.75236
2.31283,1.17518,1.20546,2.75294
2.31283,1.17518,1.20546,2.75294
2.31198,1.17526,1.20662,2.75336
2.31198,1.17526,1.20662,2.75336
2.31114,1.17533,1.20765,2.75362
2.31114,1.17533,1.20765,2.75362
2.31030,1.17539,1.20854,2.75372
2.31030,1.17539,1.20854,2.75372
2.30947,1.17544,1.20934,2.75372
2.30947,1.17544,1.20934,2.75372
2.30865,1.17548,1.21005,2.75360
2.30865,1.17548,1.21005,2.75360
2.30783,1.17551,1.21065,2.75335
2.30783,1.17551,1.21065,2.75335
2.30702,1.17553,1.21115,2.75298
2.30702,1.17553,1.21115,2.75298
2.30621,1.17554,1.21157,2.75251
2.30621,1.17554,1.21157,2.75251
2.30540,1.17553,1.21190,2.75192
2.30540,1.17553,1.21190,2.75192
2.30460,1.17551,1.21215,2.75123
2.30460,1.17551,1.21215,2.75123
2.30380,1.17548,1.21367,2.75199
2.30380,1.17548,1.21367,2.75199
2.30301,1.17546,1.21453,2.75201
2.30301,1.17546,1.21453,2.75201
2.30222,1.17544,1.21502,2.75161
2.30222,1.17544,1.21502,2.75161
2.30144,1.17541,1.21532,2.75099
2.30144,1.17541,1.21532,2.75099
2.30066,1.17537,1.21551,2.75023
2.30066,1.17537,1.21551,2.75023
2.29989,1.17531,1.21563,2.74937
2.29989,1.17531,1.21563,2.74937
2.29911,1.17524,1.21569,2.74843
2.29911,1.17524,1.21569,2.74843
2.29834,1.17515,1.21569,2.74741
2.29834,1.17515,1.21569,2.74741
2.29757,1.17506,1.21565,2.74633
2.29757,1.17506,1.21565,2.74633
2.29680,1.17494,1.21559,2.74521
2.29680,1.17494,1.21559,2.74521
2.29603,1.17482,1.21550,2.74404
2.29603,1.17482,1.21550,2.74404
2.29526,1.17467,1.21537,2.74281
2.29526,1.17467,1.21537,2.74281
2.29450,1.17452,1.21520,2.74153
2.29450,1.17452,1.21520,2.74153
2.29373,1.17435,1.21503,2.74022
2.29373,1.17435,1.21503,2.74022
2.29297,1.17417,1.21483,2.73887
2.29297,1.17417,1.21483,2.73887
2.29220,1.17398,1.21581,2.73886
2.29220,1.17398,1.21581,2.73886
2.29145,1.17379,1.21616,2.73815
2.29145,1.17379,1.21616,2.73815
2.29069,1.17360,1.21624,2.73711
2.29069,1.17360,1.21624,2.73711
2.28994,1.17340,1.21618,2.73593
2.28994,1.17340,1.21618,2.73593
2.28919,1.17319,1.21607,2.73465
