f(Cortisol),g(Epinephrine),h(CRH),Arousal
1.41773,0.99354,1.00894,1.05783
1.41748,0.99336,1.00897,1.05756
1.41724,0.99317,1.00900,1.05729
1.41699,0.99299,1.00902,1.05702
1.41675,0.99281,1.00905,1.05676
1.41651,0.99263,1.00907,1.05648
1.41626,0.99245,1.00907,1.05621
1.41602,0.99227,1.00908,1.05593
1.41578,0.99210,1.00908,1.05566
1.41554,0.99192,1.00908,1.05538
1.41530,0.99175,1.00907,1.05510
1.41505,0.99158,1.00907,1.05482
1.41481,0.99141,1.00906,1.05454
1.41457,0.99124,1.00905,1.05426
1.41433,0.99107,1.00903,1.05398
1.41409,0.99090,1.00902,1.05370
1.41385,0.99074,1.00900,1.05342
1.41361,0.99057,1.00898,1.05314
1.41336,0.99041,1.00896,1.05286
1.41312,0.99025,1.00894,1.05258
1.41288,0.99008,1.00890,1.05229
1.41264,0.98992,1.00888,1.05201
1.41240,0.98976,1.00884,1.05173
1.41216,0.98960,1.00881,1.05144
1.41192,0.98945,1.00878,1.05116
1.41168,0.98929,1.00876,1.05089
1.41144,0.98914,1.00872,1.05060
1.41121,0.98898,1.00869,1.05032
1.41097,0.98883,1.00865,1.05004
1.41073,0.98867,1.00862,1.04976
1.41049,0.98852,1.00858,1.04948
1.41025,0.98837,1.00854,1.04920
1.41001,0.98822,1.00850,1.04892
1.40977,0.98807,1.00846,1.04864
1.40953,0.98793,1.00842,1.04835
1.40930,0.98778,1.00839,1.04808
1.40906,0.98763,1.00835,1.04780
1.40882,0.98749,1.00832,1.04753
1.40858,0.98734,1.00828,1.04725
1.40156,0.98199,0.99234,1.03081
1.40136,0.98210,1.08667,1.07995
1.40121,0.98253,1.07903,1.07607
1.40105,0.98291,1.07354,1.07327
1.40089,0.98323,1.06724,1.07002
1.40072,0.98349,1.06048,1.06650
1.40054,0.98370,1.05667,1.06448
1.40036,0.98387,1.05119,1.06157
1.40018,0.98399,1.04784,1.05975
1.39999,0.98410,1.04264,1.05694
1.39979,0.98416,1.03727,1.05402
1.39959,0.98418,1.03518,1.05279
1.39939,0.98420,1.03156,1.05075
1.39918,0.98418,1.02797,1.04871
1.39898,0.98415,1.02468,1.04682
1.39876,0.98410,1.02164,1.04505
1.39855,0.98403,1.02159,1.04482
1.39833,0.98396,1.01980,1.04369
1.39811,0.98389,1.01756,1.04232
1.39789,0.98380,1.01555,1.04106
1.39767,0.98370,1.01383,1.03994
1.39745,0.98360,1.01231,1.03892
1.39723,0.98349,1.01095,1.03799
1.39700,0.98337,1.01222,1.03842
1.39678,0.98326,1.01175,1.03794
1.39655,0.98315,1.01069,1.03716
1.39633,0.98303,1.00968,1.03640
1.39610,0.98291,1.00879,1.03571
1.39587,0.98279,1.00800,1.03506
1.39564,0.98266,1.00735,1.03448
1.39542,0.98253,1.00672,1.03392
1.39519,0.98241,1.00621,1.03341
1.39496,0.98228,1.00571,1.03291
1.39473,0.98214,1.00532,1.03247
1.39450,0.98201,1.00493,1.03202
1.39427,0.98188,1.00464,1.03163
1.39404,0.98175,1.00434,1.03123
1.39381,0.98161,1.00414,1.03088
1.39358,0.98148,1.00394,1.03053
1.39335,0.98135,1.00381,1.03022
1.39312,0.98121,1.00368,1.02991
1.39289,0.98108,1.00358,1.02961
1.39266,0.98095,1.00349,1.02933
1.39243,0.98082,1.00349,1.02908
1.39220,0.98069,1.00348,1.02884
1.39197,0.98056,1.00353,1.02862
1.39174,0.98043,1.00355,1.02839
1.39151,0.98030,1.00362,1.02819
1.39128,0.98017,1.00367,1.02798
1.39105,0.98004,1.00376,1.02779
1.39082,0.97992,1.00383,1.02758
1.39060,0.97979,1.00395,1.02740
1.39037,0.97967,1.00403,1.02721
1.39014,0.97955,1.00416,1.02704
1.38991,0.97943,1.00426,1.02686
1.38969,0.97931,1.00440,1.02670
1.38946,0.97919,1.00452,1.02653
1.38923,0.97907,1.00466,1.02637
1.38901,0.97895,1.00632,1.02699
1.38878,0.97884,1.00712,1.02718
1.38856,0.97874,1.00755,1.02718
1.38834,0.97863,1.00786,1.02712
1.38811,0.97853,1.00812,1.02703
1.38789,0.97843,1.00841,1.02696
1.38767,0.97832,1.00867,1.02688
1.38745,0.97823,1.00896,1.02680
1.38723,0.97813,1.00922,1.02672
1.38701,0.97803,1.00927,1.02653
1.38679,0.97794,1.00936,1.02636
1.38657,0.97784,1.00950,1.02622
1.38635,0.97775,1.00964,1.02608
1.38613,0.97766,1.00982,1.02596
1.38591,0.97757,1.01002,1.02585
1.38570,0.97748,1.01020,1.02573
1.38548,0.97739,1.01039,1.02562
1.38526,0.97730,1.01060,1.02551
1.38504,0.97722,1.01077,1.02539
1.38483,0.97713,1.01095,1.02528
1.38461,0.97705,1.01114,1.02517
1.38440,0.97697,1.01129,1.02504
1.38418,0.97689,1.01145,1.02492
1.38396,0.97681,1.01161,1.02479
1.38375,0.97673,1.01172,1.02465
1.38353,0.97665,1.01183,1.02450
1.38332,0.97657,1.01193,1.02435
1.38311,0.97649,1.01199,1.02418
1.38289,0.97642,1.01209,1.02403
1.38268,0.97634,1.01218,1.02388
1.38247,0.97627,1.01221,1.02369
1.38225,0.97620,1.01223,1.02350
1.38204,0.97612,1.01227,1.02332
1.38183,0.97605,1.01225,1.02311
1.38161,0.97598,1.01225,1.02292
1.38140,0.97591,1.01226,1.02272
1.38119,0.97584,1.01223,1.02251
1.38098,0.97577,1.01222,1.02231
1.38076,0.97570,1.01223,1.02211
1.38055,0.97563,1.01224,1.02192
1.38034,0.97556,1.01220,1.02171
1.38013,0.97549,1.01218,1.02150
1.37992,0.97542,1.01362,1.02205
1.37971,0.97536,1.01443,1.02227
1.37950,0.97530,1.01481,1.02228
1.37929,0.97525,1.01500,1.02219
1.37908,0.97519,1.01512,1.02206
1.37888,0.97514,1.01523,1.02193
1.37867,0.97508,1.01527,1.02177
1.37846,0.97503,1.01531,1.02160
1.37825,0.97498,1.01535,1.02144
1.37805,0.97493,1.01540,1.02128
1.37784,0.97487,1.01539,1.02109
1.37763,0.97482,1.01540,1.02091
1.37743,0.97477,1.01543,1.02075
1.37722,0.97472,1.01545,1.02058
1.37702,0.97467,1.01548,1.02041
1.37681,0.97462,1.01545,1.02021
1.37660,0.97458,1.01544,1.02003
1.37640,0.97453,1.01545,1.01985
1.37619,0.97448,1.01545,1.01967
1.37599,0.97443,1.01545,1.01949
1.37578,0.97438,1.01545,1.01931
1.37558,0.97434,1.01545,1.01913
1.37537,0.97429,1.01541,1.01893
1.37517,0.97425,1.01538,1.01874
1.37496,0.97420,1.01536,1.01855
1.37476,0.97416,1.01534,1.01836
1.37456,0.97411,1.01532,1.01817
1.37654,0.97779,2.74075,1.90584
1.37799,0.98144,2.65613,1.86630
1.37939,0.98505,2.64073,1.86213
1.38078,0.98862,2.62989,1.86026
1.38215,0.99216,2.61805,1.85784
1.38352,0.99568,2.60550,1.85502
1.38488,0.99916,2.59323,1.85230
1.38622,1.00261,2.57605,1.84700
1.38755,1.00604,2.56824,1.84650
1.38887,1.00943,2.55610,1.84372
1.39017,1.01280,2.54126,1.83951
1.39147,1.01614,2.51574,1.82972
1.39273,1.01944,2.49276,1.82118
1.39398,1.02273,2.47141,1.81343
1.39521,1.02598,2.45812,1.80981
1.39642,1.02921,2.44136,1.80434
1.39762,1.03240,2.42273,1.79785
1.39880,1.03558,2.39080,1.78438
1.39995,1.03872,2.36015,1.77151
1.40107,1.04184,2.34114,1.76463
1.40218,1.04494,2.32044,1.75682
1.40326,1.04801,2.29891,1.74853
1.40432,1.05105,2.27851,1.74077
1.40536,1.05407,2.25880,1.73332
1.40488,1.05324,0.92851,1.03652
1.40457,1.05243,0.93114,1.03723
1.40425,1.05162,0.92983,1.03588
1.40393,1.05082,0.92796,1.03425
1.40362,1.05003,0.92846,1.03386
1.40330,1.04925,0.92746,1.03269
1.40298,1.04848,0.92648,1.03154
1.40266,1.04771,0.92559,1.03043
1.40234,1.04696,0.92499,1.02949
1.40202,1.04621,0.92468,1.02870
1.40170,1.04546,0.92462,1.02804
1.40138,1.04473,0.92476,1.02749
1.40106,1.04400,0.92507,1.02703
1.40074,1.04328,0.92552,1.02665
1.40043,1.04257,0.92591,1.02625
1.40011,1.04186,0.92826,1.02687
1.39979,1.04117,0.93011,1.02724
1.39948,1.04048,0.93129,1.02726
1.39917,1.03979,0.93239,1.02724
1.39886,1.03912,0.93347,1.02722
1.39855,1.03845,0.93460,1.02723
1.39825,1.03778,0.93579,1.02728
1.39794,1.03713,0.93955,1.02866
1.39764,1.03648,0.94132,1.02902
1.39734,1.03583,0.94253,1.02909
1.39705,1.03520,0.94371,1.02915
1.39675,1.03457,0.94489,1.02922
1.39646,1.03394,0.94612,1.02931
1.39616,1.03333,0.94738,1.02942
1.39587,1.03271,0.94909,1.02978
1.39558,1.03211,0.95064,1.03005
1.39530,1.03151,0.95342,1.03097
1.39501,1.03092,0.95521,1.03138
1.39473,1.03033,0.95662,1.03159
1.39445,1.02975,0.95796,1.03177
1.39417,1.02918,0.95923,1.03192
1.39390,1.02861,0.96046,1.03206
1.39362,1.02804,0.96167,1.03218
1.39335,1.02749,0.96062,1.03114
1.39307,1.02693,0.96096,1.03083
1.39280,1.02639,0.96196,1.03086
1.39252,1.02585,0.96318,1.03100
1.39225,1.02531,0.96452,1.03121
1.39198,1.02478,0.96590,1.03145
1.39171,1.02426,0.96723,1.03166
1.39145,1.02374,0.96854,1.03187
1.39118,1.02322,0.96983,1.03207
1.39092,1.02271,0.97068,1.03205
1.39066,1.02221,0.97164,1.03209
1.39040,1.02171,0.97271,1.03218
1.39014,1.02122,0.97388,1.03234
1.38988,1.02073,0.97499,1.03246
1.38962,1.02024,0.97608,1.03258
1.38937,1.01977,0.97487,1.03151
1.38911,1.01929,0.97487,1.03108
1.38885,1.01882,0.97553,1.03098
1.38860,1.01836,0.97785,1.03174
1.38834,1.01790,0.97977,1.03231
1.38809,1.01745,0.98128,1.03266
1.38784,1.01700,0.98256,1.03290
1.38760,1.01656,0.98379,1.03312
1.38735,1.01613,0.98488,1.03327
1.38710,1.01570,0.98590,1.03339
1.38686,1.01527,0.98683,1.03347
1.38662,1.01486,0.98771,1.03352
1.38638,1.01445,0.98856,1.03357
1.38614,1.01404,0.98931,1.03356
1.38590,1.01364,0.99004,1.03355
1.38566,1.01325,0.98848,1.03236
1.38542,1.01285,0.98811,1.03178
1.38518,1.01246,0.98837,1.03153
1.38494,1.01207,0.98891,1.03143
1.38470,1.01169,0.98957,1.03139
1.38446,1.01131,0.99027,1.03137
1.38423,1.01094,0.99096,1.03136
1.38399,1.01058,0.99164,1.03134
1.38376,1.01021,0.99228,1.03130
1.38352,1.00986,0.99289,1.03125
1.38329,1.00951,0.99346,1.03119
1.38306,1.00916,0.99399,1.03110
1.38282,1.00882,0.99447,1.03100
1.38259,1.00848,0.99492,1.03088
1.38236,1.00815,0.99534,1.03075
1.38213,1.00782,0.99572,1.03060
1.38190,1.00749,0.99607,1.03044
1.38167,1.00717,0.99640,1.03027
1.38144,1.00686,0.99671,1.03009
1.38122,1.00654,0.99695,1.02988
1.38099,1.00623,0.99718,1.02967
1.38076,1.00593,0.99740,1.02945
1.38053,1.00563,0.99760,1.02922
1.38031,1.00533,0.99779,1.02899
1.38008,1.00504,0.99797,1.02876
1.37986,1.00474,0.99812,1.02852
1.37963,1.00446,0.99825,1.02827
1.37941,1.00417,0.99838,1.02802
1.37918,1.00389,0.99849,1.02776
1.37896,1.00361,0.99859,1.02749
1.37873,1.00334,0.99868,1.02723
1.37851,1.00307,0.99876,1.02696
1.37828,1.00280,0.99882,1.02668
1.37806,1.00253,0.99888,1.02640
1.37784,1.00227,0.99894,1.02613
1.37762,1.00201,0.99898,1.02585
1.37739,1.00175,0.99902,1.02556
1.37717,1.00149,0.99906,1.02528
1.37695,1.00124,0.99908,1.02500
